date,close,high,low,open,volume,adl,atr,middle_band_bll,upper_band_bll,lower_band_bll,cmf,co,cmo,cci,dpo,+di,-di,dx,adx,adxr,dema,emv,emv_ma,upper_band_env,lower_band_env,rl_0.0,rl_23.6,rl_38.2,rl_50.0,rl_61.8,rl_100.0,fosc,tenkan_sen,kijun_sen,senkou_a,senkou_b,imi,ko,lri,lrs,mfi,mi,mp,mom,ma-simple,ma-exponential,ma-time_series,ma-triangular,ma-variable,macd,signal_line,nvi,obv,sar,prf,target_LONG,pvi,pvt,highest_high,lowest_low,posc,prc,upper_band,lower_band,posc,trigger_line,qstick,ri,rmi,rsi,rvi,sd,smi,%K,%D,%K,%D,swi,tsf,tema,tp,uosc,vhf,vch,vosc,vrc,wc,ws,wad,wr
2004-10-25,4.753539085388184,4.985680666810387,4.302471241561254,4.398469143345162,4173306516,7322493093,,,,,0.522,2386081437.7859,100.0,123.852,0.3351,,,,,,4.5066,0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,,3.7264,3.6892,,,,,,,2e-10,,4.6441,,,,,,,,,1078.1132,12023704260,3.0968,0.7601,0.05,1632.6053,1435884860.8118,4.4925,2.9116,,,,,,,0.2623,26.9006,,,,,80.7749,,,,,10.7175,,,4.6806,,0.8199,,1336375087.2,384.1663,4.6988,3.6193,0.4541,-11.3329
2004-11-01,4.22268009185791,5.026821850810468,4.202732397412983,4.826098680267849,2865235896,4595967503,,,,,0.1678,1517834187.2221,46.339,65.0653,-0.2289,,,,,,4.4616,-0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,,3.7553,3.7098,,,,,,,3e-10,,4.6148,,,,,,,,,957.7132,9158468364,3.4368,0.5636,0.05,1632.6053,1115905111.6912,4.9857,2.9373,,,,,,,0.1734,13.4503,,,,,59.2628,,,,,-7.48,,,4.4841,,0.6668,,952236810.0,71.788,4.4187,3.7399,-0.8041,-46.4965
2004-11-08,4.5381035804748535,4.732593720349068,4.120947093201642,4.262077090975685,2582678736,5536176465,,,,,0.1783,1323814601.0621,50.9729,40.7245,0.1654,,,,,,4.5902,-0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,,3.8407,3.7098,,,,,,,2e-10,,4.4268,168.0362,,,,,,,,1029.2519,11741147100,3.7548,0.6804,0.05,1632.6053,1308824660.216,5.0268,3.2974,,,,,,,0.174,56.7252,,,,,50.3108,,,,,3.3725,,4.6321,4.4639,,0.5358,,-93364941.6,94.0056,4.4824,3.8996,0.4172,-28.739
2004-11-15,4.223927021026611,4.695690376445774,4.132416581791024,4.499455129615925,3050973972,3476535557,0.4308,,,,-0.0352,468755881.3547,27.1731,-27.3226,-0.1933,,,,,,4.4671,-0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,,3.9692,3.7098,,,69.6447,,4.6233,0.1755,2e-10,,4.4141,159.5855,,,,,,,,1029.2519,8690173128,4.0092,0.564,0.05,1519.5787,1097603279.1939,5.0268,3.3263,,,5.6056,4.07,10.0239,,0.1306,28.3626,98.6981,,55.9353,,35.2314,69.5191,,,,-4.095,4.7988,4.414,4.3507,,0.2288,,-348527523.6,132.7538,4.319,3.9644,-0.4718,-51.9355
2004-11-22,4.473024368286133,4.488982525955424,4.02220641412864,4.100999936399481,1859842296,5209209149,0.4334,,,,-0.0534,627650195.1694,9.3123,-91.0492,0.0313,39.7124,6.6964,71.1418,,,4.5237,-0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-7.2831,3.9821,3.7098,,,70.9372,,4.7663,0.178,3e-10,,4.2556,179.372,,,,,,,,1089.9499,10550015424,5.0268,0.6563,0.05,1519.5787,1207283626.4036,5.0268,3.4809,,,5.7824,4.0222,25.6121,,0.1365,61.8097,93.5313,72.8588,45.4378,,23.2832,78.3655,,,,3.0203,4.9443,4.4714,4.3281,,0.2849,,-450999349.2,-41.043,4.3643,4.0662,0.4508,-55.1253
2004-11-29,4.498208522796631,4.5630384158240815,4.42614690701324,4.49721125677832,1532897568,5290189264,0.4122,,,,-0.1709,661359706.0327,-17.7963,69.7946,-0.0408,40.0711,6.5294,71.9772,,,4.5573,0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-9.9171,4.1621,3.7098,,,73.1103,,4.8574,0.1717,1e-10,,4.4946,171.2713,,,,,,,,1096.0866,12082912992,5.0067,0.6656,0.05,1519.5787,1215914191.7712,5.0268,4.0222,,,5.934,4.1841,17.9501,17.884,0.1289,80.9049,93.8903,73.0398,54.977,,14.1414,79.3493,75.7446,75.685,,0.7745,5.0291,4.5027,4.4958,,0.2198,,-681955761.6,-63.269,4.4964,4.1526,0.0721,-52.6185
2004-12-06,4.280030250549316,4.5056879205095415,4.200737868134742,4.466540837389128,1304210484,4664214155,0.4046,,,,0.0066,415852452.5193,5.1111,-62.3438,-0.319,37.809,10.3335,57.0711,,,4.4444,-0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-17.5015,4.1766,3.7098,,,72.0536,,4.8177,0.1459,2e-10,,4.3532,146.0975,,,,,,,,1042.9227,10778702508,4.987,0.5848,0.05,1519.5787,1152655588.1285,5.0268,4.0222,,,5.9716,4.2007,4.4797,11.1819,0.0834,40.4524,88.6248,68.5938,46.6161,,4.5894,70.6344,76.1164,76.1284,,-5.0551,4.9636,4.3532,4.3288,,0.28,,-647566585.2,-54.4816,4.3166,4.1781,-0.2257,-63.7066
2004-12-13,4.490229606628418,4.505439458080301,4.225173488542848,4.292996607419794,1731746520,6207999165,0.3957,,,,0.0709,768817219.9439,-4.7081,29.9197,-0.1902,35.8083,9.7867,57.0711,,,4.4927,0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-10.5422,4.2538,3.7098,,,72.6947,,4.7999,0.1227,2e-10,,4.3653,150.2796,,,,,,,,1042.9227,12510449028,4.9677,0.6626,0.05,1594.2077,1237704520.5162,4.7326,4.0222,,,5.907,4.2252,15.7587,13.4703,0.017,30.2481,89.3304,70.4509,47.6473,,7.351,77.3807,75.7881,75.7597,75.8577,3.0132,4.9226,4.4311,4.4069,,0.2697,,-377955666.0,-32.9477,4.4278,4.2405,0.2651,-30.5072
2004-12-20,4.685217380523682,4.702672148459948,4.534861597121031,4.538103780593106,913981104,6931845288,0.3826,,,,0.4706,1073634098.4863,51.3888,130.4816,-0.0643,38.1699,9.3815,60.5417,,,4.6223,0.0,,,,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-5.0666,4.5245,3.7098,,,71.801,,4.8223,0.1069,2e-10,,4.6188,141.7257,,,,,,,,1088.2115,13424430132,4.9488,0.7348,0.05,1594.2077,1277394059.0173,4.6957,4.0222,,,5.8289,4.3407,23.1499,18.3101,-0.009,22.7699,89.9009,72.0949,52.6622,,25.718,83.8501,77.2884,76.8868,76.2583,4.2996,4.9292,4.6022,4.6409,,0.4514,,-145671782.4,-70.043,4.652,4.3294,0.195,-2.5651
2004-12-27,4.8071489334106445,4.983934895687249,4.715139615537865,4.716385841807922,1058971968,6597850993,0.3766,3.7995,5.4099,2.1891,0.2123,994457900.5276,43.3657,124.5562,0.015,41.4733,8.8279,64.8997,,,4.7546,0.0,,4.1795,3.4196,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-2.5389,4.5245,3.7098,,,71.9417,,4.8343,0.0887,3e-10,,4.8495,139.9768,3.7995,3.9779,5.1497,,,,,1088.2115,14483402100,4.0222,0.78,0.05,1635.6966,1304953526.6012,4.7027,4.0222,,,5.7495,4.3642,31.9749,25.1425,0.0778,32.288,90.7261,73.1219,57.1589,0.8052,38.2572,89.4869,83.5726,83.3075,78.6513,3.0286,4.923,4.7587,4.8354,,0.6841,-15.6105,-321884992.8,-43.0612,4.8283,4.425,0.1219,-22.5723
2005-01-03,4.833578586578369,5.077688773396673,4.68072987719572,4.922096751119528,2313152532,6066053571,0.3781,3.9061,5.4936,2.3186,0.106,702454103.4057,43.4571,83.8206,-0.027,40.083,8.1405,66.2383,,,4.8339,0.0,,4.2968,3.5155,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-1.85,4.5499,3.7352,,,67.5956,,4.8465,0.0738,2e-10,,4.8792,134.5153,3.9061,4.0594,5.2293,,,,,1088.2115,16796554632,4.0414,0.7898,0.05,1644.6896,1317671214.3599,4.9839,4.2007,,,5.6624,4.4604,31.0465,28.0945,0.0322,66.144,92.0552,73.3512,55.5547,0.7938,43.1777,86.2885,86.5418,86.5434,82.2459,0.0522,4.9203,4.8366,4.864,,0.7173,-22.7461,221649728.4,50.9007,4.8564,4.5067,0.1528,-27.8362
2005-01-10,4.986178874969482,4.987176616171663,4.750048215798117,4.849786227286898,1565065368,7617948604,0.368,4.0231,5.5664,2.4798,0.3895,1012923323.8643,100.0,71.1419,0.148,38.171,7.7522,66.2383,,,4.9539,-0.0,,4.4254,3.6208,204.02,156.4598,127.037,103.2569,79.4768,2.4937,1.3212,4.5499,3.7352,,,68.2601,,4.8726,0.0608,2e-10,,4.8686,115.9717,4.0231,4.1476,5.2996,,4.9862,,,1122.5673,18361620000,4.0829,0.8463,0.05,1644.6896,1367081691.9657,5.0777,4.2007,,,5.4738,4.437,52.9686,40.5316,0.0837,34.7389,93.072,74.6807,55.858,0.7716,53.5156,94.7751,90.1835,90.1216,86.6575,1.9617,4.9334,4.9664,4.9078,,0.7023,-36.6017,422525451.6,20.001,4.9274,4.6026,0.2361,-10.7341
2005-01-17,4.694693088531494,5.119080843273962,4.690703549445823,5.011113377569138,1705904388,5943818880,0.3723,4.1332,5.5316,2.7348,-0.035,515171881.5189,25.9658,17.3007,-0.1605,37.5443,7.0939,68.2161,,,4.8489,0.0,,4.5465,3.7198,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-5.0846,4.5706,3.7559,,,61.0476,,4.8021,0.0378,3e-10,,4.9049,98.7621,4.1332,4.1997,5.2567,,4.9774,,,1122.5673,16655715612,4.1227,0.7383,0.05,1548.5431,1267356653.0947,5.0777,4.2252,,,5.2784,4.3811,34.9485,37.74,-0.0024,17.3695,93.0913,67.7362,54.3503,0.6992,37.4564,74.0944,85.0527,85.2995,87.3215,-4.4254,4.8399,4.8058,4.8348,,0.3822,-35.235,124069806.0,-1.4923,4.7998,4.621,-0.4244,-72.6419
2005-01-24,4.746058464050293,4.854773290806903,4.395727312776875,4.704916369861191,2230782984,7117979228,0.3785,4.2391,5.4767,3.0015,0.021,638308958.4213,9.4501,-166.6667,-0.0505,34.1933,12.1961,47.4185,,,4.8136,-0.0,,4.6631,3.8152,204.02,156.4598,127.037,103.2569,79.4768,2.4937,-1.9773,4.6599,3.7559,,,52.3706,,4.8143,0.0348,2e-10,,4.6253,112.3945,4.2391,4.2518,5.2049,,4.9728,,,1122.5673,18886498596,4.1825,0.7574,0.05,1565.486,1291764000.6067,5.1191,4.5349,,,5.216,4.3957,42.711,40.2255,0.0026,37.8412,91.2184,68.3019,46.0186,0.6188,23.1028,65.9922,78.2872,80.1867,85.2026,-0.0664,4.8491,4.7624,4.6655,,0.4527,-32.0872,193568238.0,144.0732,4.6857,4.646,0.3503,-51.5685
