date,close,high,low,open,volume,adl,atr,middle_band_bll,upper_band_bll,lower_band_bll,cmf,co,cmo,cci,dpo,+di,-di,dx,adx,adxr,dema,emv,emv_ma,upper_band_env,lower_band_env,rl_0.0,rl_23.6,rl_38.2,rl_50.0,rl_61.8,rl_100.0,fosc,tenkan_sen,kijun_sen,senkou_a,senkou_b,imi,ko,lri,lrs,mfi,mi,mp,mom,ma-simple,ma-exponential,ma-time_series,ma-triangular,ma-variable,macd,signal_line,nvi,obv,sar,prf,target_LONG,pvi,pvt,highest_high,lowest_low,posc,prc,upper_band,lower_band,posc,trigger_line,qstick,ri,rmi,rsi,rvi,sd,smi,%K,%D,%K,%D,swi,tsf,tema,tp,uosc,vhf,vch,vosc,vrc,wc,ws,wad,wr
1986-10-20,0.297084778547287,0.30442065842473026,0.2604080654755583,0.0,3865600,-20890332,,,,,-0.5635,-4300567.7621,36.8413,166.6667,-0.0186,,,,,,0.2835,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,,0.2494,0.2494,,,,,,,1.14e-08,,0.2824,,,,,,,,,1340.8623,8640000,0.2196,0.4464,0.05,1078.7298,1695231.986,0.2824,0.2421,,,,,,,0.2549,48.691,,,,,30.3123,,,,,1.6828,,,0.2873,,0.6842,,-158080.0,-22.4647,0.2897,0.2537,0.0367,-13.3341
1986-10-27,0.34293100237846375,0.3521006540152404,0.30075311767293106,0.0,18342400,-9099110,,,,,0.3656,354690.5023,100.0,146.8336,0.0107,,,,,,0.3202,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,,0.2806,0.2732,,,,,,,2.8e-09,,0.3264,,,,,,,,,1340.8623,26982400,0.2264,0.6696,0.05,1245.1997,4525837.3779,0.3044,0.2494,,,,,,,0.2689,24.3455,96.7567,,,,51.1112,,,,,2.068,,,0.3319,,0.9608,,5747200.0,190.3749,0.3347,0.2715,0.0458,-9.2596
1986-11-03,0.3300948739051819,0.3410973209507457,0.3190914754563572,0.0,7910400,-9098768,,,,,0.3324,2226978.5648,75.0014,81.2256,-0.0144,,,,,,0.3319,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,,0.2842,0.2732,,,,,,,2.8e-09,,0.3301,160.7146,,,,,,,,1290.673,19072000,0.239,0.6071,0.05,1245.1997,4229746.0069,0.3521,0.2531,,,,,,,0.2826,12.1727,97.3994,,,,56.015,,,,,0.8628,,0.3402,0.3301,,0.8393,,6448640.0,505.8824,0.3301,0.2832,-0.0128,-23.0765
1986-11-10,0.33742985129356384,0.3447657585450854,0.3337623593782392,0.0,4844800,-10713972,0.0295,,,,0.3007,2276533.4481,75.8632,67.782,-0.0086,,,,,,0.3409,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,,0.2971,0.2732,,,100.0,,0.3329,0.011,2.3e-09,,0.3393,161.4037,,,,,,,,1319.3528,23916800,0.2503,0.6429,0.05,1245.1997,4337401.4152,0.3521,0.2567,,,0.373,0.2913,56.4625,,0.2909,30.9363,97.8989,,89.1427,,60.3269,90.6977,,,,0.6505,0.3439,0.3454,0.3387,,0.7759,,-959360.0,212.8099,0.3383,0.2941,0.0073,-16.0
1986-11-17,0.3264264762401581,0.34109733916599,0.3264264762401581,0.0,2656000,-13369972,0.0284,,,,0.2684,1244757.4051,58.065,34.001,-0.022,40.2478,2.8211,86.8997,,,0.3385,-0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,-5.353,0.3008,0.2732,,,100.0,,0.3416,0.011,5.5e-09,,0.3338,167.9246,,,,,,,,1276.3295,21260800,0.2605,0.5893,0.05,1245.1997,4250790.9271,0.3521,0.2604,,,0.3833,0.3036,28.6405,,0.3005,15.4681,98.0611,72.9269,69.5133,,56.9808,83.7208,,,,0.4381,0.3526,0.3374,0.3313,,0.4032,,-3773440.0,54.2751,0.3301,0.3005,-0.0147,-28.0003
1986-11-24,0.35943660140037537,0.36677155683544965,0.3264264617239574,0.0,2956800,-11488297,0.0293,,,,0.2561,1308222.2143,56.6676,145.5207,0.0049,42.6432,2.5321,88.7897,,,0.3544,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,1.902,0.3099,0.2806,,,100.0,,0.3559,0.0116,1.36e-08,,0.3466,155.5556,,,,,,,,1276.3295,24217600,0.2696,0.75,0.05,1371.1215,4549799.5712,0.3521,0.2604,,,0.3948,0.3141,56.1792,49.3653,0.3138,38.1435,98.1527,76.2626,65.4766,,60.2962,95.745,90.0545,90.2257,,1.6229,0.3675,0.3553,0.3509,,0.3,,-4535680.0,-23.5099,0.353,0.3123,0.033,-11.1105
1986-12-01,0.3704391419887543,0.3777750226951499,0.35760199434905354,0.0,5132800,-10088561,0.0286,,,,-0.0421,1660626.3441,36.5862,129.9869,0.0067,43.2653,2.3998,89.4896,,,0.3681,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,0.7934,0.3173,0.2861,,,100.0,,0.3667,0.0113,3.9e-09,,0.3677,168.3332,,,,,,,,1276.3295,29350400,0.2813,0.8036,0.05,1413.0922,4706917.2384,0.3668,0.3008,,,0.4034,0.3257,57.5793,53.4723,0.328,64.8753,98.3682,77.0833,73.4049,,64.1078,95.6519,91.7059,91.9118,,0.7947,0.378,0.3695,0.3686,,0.5854,,-655360.0,-72.0167,0.3691,0.3239,0.0128,-12.5007
1986-12-08,0.3521007299423218,0.396113321185112,0.3484332378650379,0.0,18304000,-25576720,0.03,,,,-0.4862,-3274224.9523,27.2723,75.4123,-0.0208,42.7012,2.118,90.5486,,,0.3643,0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,-7.3556,0.3283,0.2953,,,100.0,,0.3729,0.0109,2.6e-09,,0.3723,129.7296,,,,,,,,1276.3295,11046400,0.2948,0.7143,0.05,1343.1377,3800786.4978,0.3778,0.3191,,,0.4164,0.3342,21.777,37.6247,0.3395,33.2689,98.4437,71.7277,68.4074,,43.397,75.5102,88.969,88.7324,90.29,0.7635,0.3838,0.3612,0.3655,,0.5455,,4939520.0,131.3916,0.3622,0.3296,-0.044,-63.1577
1986-12-15,0.3447657525539398,0.35943661539871796,0.34109733728149055,0.0,9190400,-31090399,0.0291,,,,-0.5329,-6749723.3506,9.0915,-26.6943,-0.0428,40.7207,3.875,82.6215,,,0.3572,-0.0,,,,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,-11.322,0.3283,0.2953,,,100.0,,0.3722,0.0094,2e-09,,0.3503,138.2355,,,,,,,,1249.741,1856000,0.311,0.6786,0.05,1343.1377,3609331.6939,0.3961,0.3264,,,0.4216,0.3373,8.8562,23.2404,0.3455,16.7353,98.5401,69.7802,55.1632,,15.5513,66.6669,79.2763,79.562,86.7354,0.4363,0.3816,0.351,0.3484,,0.5455,,6099200.0,89.6962,0.3475,0.3326,-0.0147,-73.6833
1986-12-22,0.3741075396537781,0.3814424965785575,0.3447658091477352,0.0,7116800,-26820171,0.0297,0.2893,0.4075,0.1711,-0.315,-6199198.0272,48.1491,53.9234,-0.044,42.4716,3.5231,84.6803,,,0.3689,0.0,,0.3182,0.2604,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,-2.0028,0.3484,0.2953,,,100.0,,0.3829,0.01,5.2e-09,,0.3631,147.8264,0.2893,0.3039,0.3921,,,,,1356.102,8972800,0.3246,0.8214,0.05,1343.1377,4215017.2323,0.3961,0.3264,,,0.4334,0.3422,34.9863,29.1134,0.3494,42.2945,98.6184,73.1579,62.4148,0.0591,13.6685,85.0004,75.7258,75.5727,81.289,1.5054,0.3929,0.3665,0.3668,,0.2963,45.5783,-386560.0,167.9518,0.3686,0.3409,0.0293,-31.5781
1986-12-29,0.38144251704216003,0.3887784257639584,0.36310415835170645,0.0,7078400,-23786794,0.0294,0.2981,0.4162,0.18,-0.2627,-4445254.256,30.0001,121.1046,-0.0624,41.581,3.2974,85.3053,,,0.3788,0.0,,0.3279,0.2683,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,-3.0037,0.3576,0.2953,,,100.0,,0.3893,0.0095,3.6e-09,,0.3759,148.5712,0.2981,0.3113,0.4008,,,,,1382.6905,16051200,0.3361,0.8571,0.05,1343.1377,4353800.5992,0.3961,0.3264,,,0.4403,0.3492,35.3924,32.2529,0.3558,71.1472,98.6791,74.0331,67.1104,0.059,20.0186,89.7436,80.4703,80.1655,78.4334,0.5981,0.3988,0.3781,0.3778,,0.5,16.7928,-2266880.0,139.3939,0.3787,0.349,0.0183,-26.6664
1987-01-05,0.4144516885280609,0.4254550605041696,0.39244584001432964,0.0,10163200,-20399244,0.0304,0.3084,0.4294,0.1874,-0.1988,-2245760.9627,46.1544,150.6982,-0.0575,45.9975,2.9486,87.9518,,,0.4018,0.0,,0.3392,0.2775,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,3.7765,0.3759,0.3099,,,100.0,,0.401,0.0095,3.2e-09,,0.409,159.1547,0.3084,0.3211,0.4137,,0.4145,,,1382.6905,26214400,0.3448,1.0179,0.05,1459.3698,5233300.9083,0.3961,0.3411,,,0.4507,0.3608,59.6793,45.9661,0.3654,54.457,98.9717,77.0833,72.3948,0.0605,37.906,93.4781,89.4074,89.6001,81.7794,1.7663,0.4105,0.4055,0.4108,,0.7308,-0.0064,-1749760.0,98.005,0.4117,0.3621,0.033,-13.0437
1987-01-12,0.45846429467201233,0.46580017468777496,0.4327909811955786,0.0,17734400,-10547341,0.0319,0.3216,0.4475,0.1957,0.2931,1992888.2448,87.8794,126.2629,-0.0593,49.8189,2.6027,90.0703,,,0.4379,0.0,,0.3537,0.2894,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,10.4619,0.3961,0.3301,,,100.0,,0.4199,0.0102,1.9e-09,,0.4493,154.321,0.3216,0.3342,0.4306,,0.4171,,,1382.6905,43948800,0.3593,1.2321,0.05,1614.3473,7116601.6259,0.4255,0.3411,,,0.4662,0.3749,91.5272,68.7466,0.3819,43.7185,99.2964,80.4762,78.6884,0.063,60.008,96.4284,93.2167,93.6169,87.7942,2.0813,0.4301,0.4472,0.4524,,0.9394,7.1714,3692160.0,-3.1119,0.4539,0.3814,0.044,-5.8827
1987-01-19,0.5354867577552795,0.5428217389408361,0.47680332651843244,0.0,25056000,8940960,0.0357,0.3368,0.4866,0.187,0.5962,9746532.4893,100.0,129.065,-0.0116,56.9494,2.1553,92.7068,,,0.499,0.0,,0.3705,0.3031,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,19.6806,0.4346,0.3686,,,100.0,,0.4534,0.0123,2.6e-09,,0.5098,156.15,0.3368,0.3533,0.4628,,0.4261,,,1382.6905,69004800,0.3806,1.6071,0.05,1885.5593,11326034.852,0.4658,0.3411,,,0.5428,0.391,95.1823,81.9645,0.4039,21.8593,99.5348,84.8,85.1267,0.0749,77.1719,97.4028,95.7698,96.0893,93.1021,3.246,0.4657,0.5174,0.5184,,0.8462,46.9139,7965440.0,172.6323,0.5226,0.4122,0.077,-3.7035
1987-01-26,0.498809278011322,0.5354868785254225,0.498809278011322,0.0,8486400,454560,0.0358,0.3507,0.5062,0.1952,0.3981,9332211.272,62.9626,78.293,-0.0831,52.7075,1.9948,92.7068,,,0.5099,0.0,,0.3858,0.3157,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,6.6377,0.442,0.3686,,,100.0,,0.4748,0.0134,4.3e-09,,0.5171,151.1109,0.3507,0.3672,0.4818,,0.4298,,,1287.9849,60518400,0.413,1.4286,0.05,1885.5593,10744769.7515,0.5428,0.3448,,,0.5568,0.4085,60.8963,71.4304,0.42,10.9296,99.637,76.0618,74.2872,0.0778,71.3779,81.8182,91.8831,91.9598,93.8887,1.2423,0.4882,0.5184,0.511,,0.7778,58.8881,3067520.0,19.2446,0.508,0.4295,-0.0367,-24.4898
1987-02-02,0.5428216457366943,0.5428216457366943,0.5061449552302145,0.0,20550400,21004960,0.0363,0.3643,0.5363,0.1923,0.5463,14853097.0221,68.7498,72.1964,-0.0844,49.5428,1.8196,92.9146,,,0.5379,0.0,,0.4007,0.3279,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,10.0625,0.442,0.3686,,,100.0,,0.5083,0.0164,1.8e-09,,0.5245,160.8695,0.3643,0.3839,0.511,,0.436,0.0693,,1287.9849,81068800,0.439,1.6429,0.05,2051.9313,12558031.456,0.5428,0.3631,,164.2857,0.5756,0.4314,77.2688,74.3496,0.4438,42.611,99.7152,78.6765,81.93,0.086,77.4766,100.0,93.0737,93.1373,93.7288,1.9136,0.5247,0.5453,0.5306,,0.5469,39.8001,-1879680.0,190.3255,0.5337,0.4522,0.044,-0.0001
1987-02-09,0.6565211415290833,0.6565211415290833,0.5428217643301292,0.0,15859200,36864160,0.0419,0.3847,0.5905,0.1789,0.653,20807468.736,76.744,159.0912,-0.0513,59.4487,1.4624,95.1983,,,0.6141,0.0,,0.4231,0.3462,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,20.0787,0.4988,0.4255,0.2072,0.2072,100.0,,0.5636,0.0213,7.2e-09,,0.5997,201.1237,0.3847,0.4099,0.5561,,0.4523,0.0823,,1557.7664,96928000,0.4598,2.1964,0.05,2051.9313,15879901.6464,0.5428,0.3924,,214.0355,0.6565,0.4628,100.0109,87.1803,0.4828,63.9304,99.7936,83.8323,87.6983,0.1029,86.1643,100.0,93.9394,94.47,93.189,4.3891,0.5849,0.6331,0.6186,,0.6279,101.8741,667520.0,56.0453,0.6281,0.493,0.1137,-0.0
1987-02-16,0.590502142906189,0.685863221283334,0.5794996647938606,0.0,17222400,23204805,0.0465,0.4015,0.6165,0.1865,0.3872,17005601.5975,39.1303,83.3336,-0.1797,54.1875,1.2209,95.5931,89.6769,,0.616,0.0,,0.4417,0.3614,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,0.9487,0.5153,0.4401,0.2091,0.2091,100.0,,0.5935,0.0231,6.2e-09,,0.6327,164.2855,0.4015,0.4271,0.5821,,0.4595,0.0863,,1557.7664,79705600,0.4991,1.875,0.05,1845.5915,14148037.2327,0.6565,0.4328,,203.7739,0.6859,0.5021,48.0969,67.6386,0.5098,35.2568,99.8102,72.8291,91.597,0.1075,66.014,73.4693,91.1564,89.5582,92.3885,1.8668,0.6166,0.6202,0.6186,,0.4674,108.1781,-894080.0,-2.887,0.6116,0.5125,-0.0954,-45.6142
1987-02-23,0.6675246357917786,0.6675246357917786,0.5868344510528557,0.0,17939200,41144005,0.0489,0.4221,0.6556,0.1886,0.4022,19612255.8047,39.1304,74.9355,-0.1547,47.7463,1.0758,95.5931,90.0995,,0.6568,-0.0,,0.4643,0.3799,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,7.6289,0.5245,0.4475,0.2072,0.2072,100.0,,0.6345,0.0257,4.5e-09,,0.6272,180.1982,0.4221,0.45,0.6185,,0.4711,0.0946,,1557.7664,97644800,0.5365,2.25,0.05,2086.3223,16487947.2922,0.6859,0.4768,,188.8887,0.7153,0.5369,73.2201,70.4293,0.5456,67.6284,99.8519,76.6839,79.569,0.1167,65.0506,94.898,89.4558,89.1608,91.063,3.1397,0.6602,0.6632,0.6406,69.0034,0.5,136.604,1569280.0,-28.4036,0.6474,0.5435,0.0807,-9.8039
1987-03-02,0.8068974614143372,0.8545775420928542,0.6565213401921772,0.0,42982400,63431226,0.0596,0.4494,0.7249,0.1739,0.5498,25987070.4982,70.0,161.4582,-0.11,58.9111,0.8186,97.2591,90.6109,,0.7535,0.0,,0.4943,0.4044,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,18.1804,0.6235,0.5355,0.2182,0.2182,100.0,,0.7063,0.0318,4.6e-09,,0.7555,229.1667,0.4494,0.484,0.6768,,0.4927,0.1111,,1557.7664,140627200,0.5663,2.9286,0.05,2521.9267,25462265.5703,0.6859,0.4988,46.919,266.6666,0.8546,0.583,82.4365,76.4329,0.5946,83.8142,99.8937,81.6594,85.7948,0.1378,67.7284,90.7143,86.3605,86.9048,88.5413,6.0628,0.7381,0.7756,0.7727,69.7926,0.6,206.5732,7550080.0,406.4857,0.7812,0.5962,0.1504,-13.6842
1987-03-09,0.9829477667808533,0.9829477667808533,0.8068974204917452,0.8674146150988303,48707200,112138426,0.0679,0.4837,0.8351,0.1323,0.6386,41730233.7365,76.9231,130.6472,-0.0159,61.5196,0.6661,97.8576,91.1285,,0.9003,0.0,,0.532,0.4353,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,24.9095,0.7079,0.6125,0.2256,0.2256,100.0,,0.8121,0.0414,3.6e-09,,0.8949,285.106,0.4837,0.5315,0.7658,,0.527,0.1368,,1557.7664,189334400,0.5868,3.7857,0.05,3072.1651,36089288.0157,0.8546,0.5061,52.3838,262.1617,0.9829,0.6489,100.0143,88.2236,0.5518,75.8937,99.924,85.8439,90.3541,0.1757,80.2899,100.0,95.2041,95.6417,90.5691,3.3828,0.8535,0.9425,0.9243,74.5082,0.6859,269.0522,17302720.0,137.0134,0.9389,0.6736,0.1761,-0.0
1987-03-16,0.9169294834136963,1.0416313845488845,0.9095936034088851,0.9829479262644403,51488000,66371664,0.0725,0.5124,0.9046,0.1202,0.1655,29814809.5398,49.6505,91.7313,-0.1455,59.2869,0.579,98.0656,91.624,,0.938,0.0,,0.5636,0.4611,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,6.9176,0.7592,0.6455,0.2384,0.2384,98.977,,0.8809,0.0457,2.6e-09,,0.9756,245.0978,0.5124,0.5682,0.8361,,0.5484,0.1501,,1557.7664,137846400,0.6565,3.4643,0.05,2865.8275,32631170.0069,0.9829,0.5428,55.7271,267.6473,1.0416,0.7017,63.3214,75.7725,0.4766,38.9233,99.9427,78.5331,93.4022,0.1961,71.066,82.199,90.9711,90.7115,91.086,-0.5329,0.9266,0.9591,0.9561,67.8702,0.7483,275.4185,14429760.0,224.657,0.9463,0.7222,-0.1247,-26.9841
1987-03-23,0.9682767391204834,0.9829475988041271,0.828904019844975,0.916929177946837,22550400,84626737,0.0783,0.5443,0.974,0.1146,0.3344,28038312.9103,74.1009,50.1186,-0.1333,50.9213,7.8885,73.1729,90.3061,,0.9809,-0.0,,0.5987,0.4899,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,4.3042,0.7702,0.6474,0.2384,0.2384,98.9283,,0.9456,0.0488,6.8e-09,,0.9059,253.846,0.5443,0.6063,0.9063,,0.5709,0.163,,1645.0,160396800,0.7335,3.7143,0.05,2865.8275,33893972.8462,1.0416,0.5795,58.1119,282.6089,1.0942,0.7489,63.5322,69.6524,0.4206,69.4616,99.9545,80.0,66.4898,0.2148,68.3749,89.4736,90.5575,90.2878,92.2137,0.5206,0.9944,0.9908,0.9267,70.537,0.6187,293.7502,285760.0,30.9365,0.9371,0.7714,0.1394,-16.1291
1987-03-30,1.1589980125427246,1.210346473475787,0.8949225160140025,0.9682768206053143,44428800,114590241,0.0952,0.5854,1.0803,0.0905,0.3495,34296468.9336,78.8237,145.4878,-0.0281,55.9456,6.0164,80.5803,89.6114,,1.1046,0.0,,0.6439,0.5268,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,14.2018,0.8582,0.7335,0.2384,0.2384,98.8954,,1.0458,0.0556,7.1e-09,,1.0526,279.6461,0.5854,0.6589,1.0052,,0.6109,0.1863,0.1315,1645.0,204825600,0.7952,4.6429,0.05,3430.309,42645104.5942,1.0416,0.5868,60.8888,351.4276,1.2103,0.7998,87.5026,78.5775,0.3766,61.2617,99.9643,84.1782,76.0421,0.2474,71.9383,93.9393,88.5373,88.8889,89.9627,3.6739,1.1014,1.1293,1.0881,71.8602,0.5647,321.4256,-8541760.0,147.6632,1.1058,0.849,0.2641,-9.2716
1987-04-06,1.1589980125427246,1.2837007780670988,1.1516630298027377,1.173668873460987,26272000,91237174,0.0979,0.627,1.1659,0.0881,0.1437,26308241.5401,72.7274,120.1703,-0.1308,55.9079,5.435,82.28,89.0877,,1.1656,0.0,,0.6897,0.5643,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,4.9696,0.9133,0.7721,0.2384,0.2384,98.5616,,1.1246,0.0592,5e-09,,1.2177,252.8001,0.627,0.7066,1.09,,0.6474,0.2026,0.1457,1645.0,204825600,0.8289,4.6429,0.05,3430.309,42645104.5942,1.2103,0.6565,63.9274,345.07,1.2837,0.8882,68.4698,73.5236,0.2927,30.6309,99.9682,84.1322,83.067,0.2694,66.4541,86.0082,89.807,89.759,89.6452,0.4666,1.1838,1.1799,1.1981,68.7845,0.5,310.1985,-3338880.0,-38.8773,1.1883,0.911,0.0,-26.1539
1987-04-13,1.1883400678634644,1.2616943930402214,1.019625567676193,1.1589983377927615,18118400,98374705,0.1082,0.6684,1.2448,0.092,-0.0845,22919704.6028,60.8698,61.5943,-0.1577,46.9496,13.3041,55.8397,86.7128,,1.2083,-0.0,,0.7353,0.6016,688.37,525.9606,425.4869,344.2822,263.0775,0.1944,0.3821,0.9316,0.7721,0.2384,0.2384,98.4556,,1.1935,0.0613,1.34e-08,,1.1407,221.9177,0.6684,0.7525,1.1713,,0.6818,0.2153,0.1596,1686.646,222944000,0.8949,4.7857,0.05,3430.309,43103803.4784,1.2837,0.8069,66.5734,300.0003,1.3513,0.9478,59.6134,66.5685,0.2226,65.3154,99.9734,84.7341,61.0781,0.2882,63.111,88.7931,89.5802,89.5184,89.3888,0.3814,1.2548,1.2111,1.1566,67.8653,0.8043,355.81,-10376320.0,-62.8014,1.1645,0.9664,0.1687,-20.9678
